from_id,to_id,row,col,t_enter,t_exit,terrain_m
S002,S010,666,850,0.5982380168,0.5998246642,282.1914673
S002,S010,666,851,0.5998246642,0.6036925329,288.4485168
S002,S010,667,851,0.6036925329,0.609147049,304.5842285
S002,S010,668,851,0.609147049,0.6146015651,318.1667786
S002,S010,669,851,0.6146015651,0.6157295808,316.250824
S002,S010,669,852,0.6157295808,0.6200560812,318.5847778
S002,S010,670,852,0.6200560812,0.6255105973,304.1096191
S002,S010,671,852,0.6255105973,0.6309651134,293.5336609
S002,S010,672,852,0.6309651134,0.6316344974,284.5019836
S002,S010,672,853,0.6316344974,0.6364196295,269.8092041
S002,S010,673,853,0.6364196295,0.6418741456,277.346405
S002,S010,674,853,0.6418741456,0.6473286616,274.8174744
S002,S010,675,853,0.6473286616,0.647539414,258.6730347
S002,S010,675,854,0.647539414,0.6527831777,251.5198975
S002,S010,676,854,0.6527831777,0.6582376938,241.6490936
S002,S010,677,854,0.6582376938,0.6634443306,260.9313965
S002,S010,677,855,0.6634443306,0.6636922099,259.7355652
S002,S010,678,855,0.6636922099,0.669146726,280.2396851
S002,S010,679,855,0.669146726,0.6746012421,293.4259644
S002,S010,680,855,0.6746012421,0.6793492472,303.8981018
S002,S010,680,856,0.6793492472,0.6800557582,285.723877
S002,S010,681,856,0.6800557582,0.6855102743,297.1938477
S002,S010,682,856,0.6855102743,0.6909647904,302.0619202
S002,S010,683,856,0.6909647904,0.6952541637,307.4695129
S002,S010,683,857,0.6952541637,0.6964193065,288.2993469
S002,S010,684,857,0.6964193065,0.7018738226,296.196106
S002,S010,685,857,0.7018738226,0.7073283387,297.4546204
S002,S010,686,857,0.7073283387,0.7111590803,294.0361328
S002,S010,686,858,0.7111590803,0.7127828548,290.7989197
S002,S010,687,858,0.7127828548,0.7182373709,277.1690063
S002,S010,688,858,0.7182373709,0.723691887,273.1603394
S002,S010,689,858,0.723691887,0.7270639969,274.7745056
S002,S010,689,859,0.7270639969,0.7291464031,292.9854736
S002,S010,690,859,0.7291464031,0.7346009192,298.8962402
S002,S010,691,859,0.7346009192,0.7400554353,297.5866699
S002,S010,692,859,0.7400554353,0.7429689135,280.4805908
S002,S010,692,860,0.7429689135,0.7455099514,289.4514465
S002,S010,693,860,0.7455099514,0.7509644675,287.680603
S002,S010,694,860,0.7509644675,0.7564189836,294.6197815
S002,S010,695,860,0.7564189836,0.7588738301,308.0408325
S002,S010,695,861,0.7588738301,0.7618734997,315.8571777
S002,S010,696,861,0.7618734997,0.7673280158,325.5716858
S002,S010,697,861,0.7673280158,0.7727825319,325.2476196
S002,S010,698,861,0.7727825319,0.7747787467,313.2602234
S002,S010,698,862,0.7747787467,0.778237048,311.393219
S002,S010,699,862,0.778237048,0.7836915641,311.0856018
S002,S010,700,862,0.7836915641,0.7891460802,327.203064
S002,S010,701,862,0.7891460802,0.7906836633,338.7392883
S002,S010,701,863,0.7906836633,0.7946005963,344.6819153
S002,S010,702,863,0.7946005963,0.8000551124,358.4073181
S002,S010,703,863,0.8000551124,0.8055096285,366.3833313
S002,S010,704,863,0.8055096285,0.8065885799,358.4241028
S002,S010,704,864,0.8065885799,0.8109641446,370.8127441
S002,S010,705,864,0.8109641446,0.8164186607,363.8017883
S002,S010,706,864,0.8164186607,0.8218731768,366.8813477
S002,S010,707,864,0.8218731768,0.8224934965,363.1335754
S002,S010,707,865,0.8224934965,0.8273276929,358.568512
S002,S010,708,865,0.8273276929,0.832782209,354.9673767
S002,S010,709,865,0.832782209,0.8382367251,343.4700928
S002,S010,710,865,0.8382367251,0.8383984131,320.206665
S002,S010,710,866,0.8383984131,0.8436912412,318.1327515
S002,S010,711,866,0.8436912412,0.8491457573,311.4048462
S002,S010,712,866,0.8491457573,0.8543033297,333.2658691
S002,S010,712,867,0.8543033297,0.8546002734,332.5449829
S002,S010,713,867,0.8546002734,0.8600547895,346.3078003
S002,S010,714,867,0.8600547895,0.8655093056,354.5926819
S002,S010,715,867,0.8655093056,0.8702082463,355.4374695
S002,S010,715,868,0.8702082463,0.8709638217,352.9576721
S002,S010,716,868,0.8709638217,0.8764183378,360.4593506
S002,S010,717,868,0.8764183378,0.8818728539,367.1889038
S002,S010,718,868,0.8818728539,0.8861131628,368.2149353
S002,S010,718,869,0.8861131628,0.88732737,353.4584656
S002,S010,719,869,0.88732737,0.8927818861,356.6055908
S002,S010,720,869,0.8927818861,0.8982364022,366.5153198
S002,S010,721,869,0.8982364022,0.9020180794,377.5636902
S002,S010,721,870,0.9020180794,0.9036909183,386.7003174
S002,S010,722,870,0.9036909183,0.9091454344,400.3101807
S002,S010,723,870,0.9091454344,0.9145999505,415.7601318
S002,S010,724,870,0.9145999505,0.917922996,434.4070129
S002,S010,724,871,0.917922996,0.9200544666,434.0596313
S002,S010,725,871,0.9200544666,0.9255089827,441.8539429
S002,S010,726,871,0.9255089827,0.9309634988,439.2268982
S002,S010,727,871,0.9309634988,0.9338279126,421.9314575
S002,S010,727,872,0.9338279126,0.9364180149,405.4431763
S002,S010,728,872,0.9364180149,0.941872531,386.2747803
S002,S010,729,872,0.941872531,0.9473270471,372.1507263
S002,S010,730,872,0.9473270471,0.9497328292,367.0452881
S002,S010,730,873,0.9497328292,0.9527815632,353.2999573
S002,S010,731,873,0.9527815632,0.9582360793,353.3838806
S002,S010,732,873,0.9582360793,0.9636905954,360.2046204
S002,S010,733,873,0.9636905954,0.9656377458,366.670166
S002,S010,733,874,0.9656377458,0.9691451115,353.267334
S002,S010,734,874,0.9691451115,0.9745996276,361.1156921
S002,S010,735,874,0.9745996276,0.9800541437,362.641449
S002,S010,736,874,0.9800541437,0.9815426624,362.7821655
S002,S010,736,875,0.9815426624,0.9855086598,354.4669495
S002,S010,737,875,0.9855086598,0.9909631759,347.0731812
S002,S010,738,875,0.9909631759,0.996417692,332.526825
S002,S010,739,875,0.996417692,0.997447579,324.4798279
S002,S010,739,876,0.997447579,1,321.581665
S002,S011,556,813,0,0.002084916064,188.7942352
S002,S011,556,812,0.002084916064,0.004900820516,190.247406
S002,S011,557,812,0.004900820516,0.00935348413,188.1965485
S002,S011,557,811,0.00935348413,0.01213386337,186.8122253
S002,S011,558,811,0.01213386337,0.0166220522,192.8858032
S002,S011,558,810,0.0166220522,0.01936690623,193.1378326
S002,S011,559,810,0.01936690623,0.02389062026,202.8398895
S002,S011,559,809,0.02389062026,0.02659994908,192.9442139
S002,S011,560,809,0.02659994908,0.03115918833,189.2305756
S002,S011,560,808,0.03115918833,0.03383299193,190.3521729
S002,S011,561,808,0.03383299193,0.03842775639,202.3609161
S002,S011,561,807,0.03842775639,0.04106603479,191.0667725
S002,S011,562,807,0.04106603479,0.04569632446,206.1304016
S002,S011,562,806,0.04569632446,0.04829907764,204.0699921
S002,S011,563,806,0.04829907764,0.05296489253,227.4903259
S002,S011,563,805,0.05296489253,0.0555321205,224.2931366
S002,S011,564,805,0.0555321205,0.06023346059,231.3266602
S002,S011,564,804,0.06023346059,0.06276516335,223.1082764
S002,S011,565,804,0.06276516335,0.06750202866,219.8806152
S002,S011,565,803,0.06750202866,0.06999820621,224.0157318
S002,S011,566,803,0.06999820621,0.07477059672,235.4681702
S002,S011,566,802,0.07477059672,0.07723124906,237.3351288
S002,S011,567,802,0.07723124906,0.08203916479,246.9602509
S002,S011,567,801,0.08203916479,0.08446429191,238.9872894
S002,S011,568,801,0.08446429191,0.08930773286,242.6121521
S002,S011,568,800,0.08930773286,0.09169733477,229.789978
S002,S011,569,800,0.09169733477,0.09657630092,222.7132568
S002,S011,569,799,0.09657630092,0.09893037762,210.4118347
S002,S011,570,799,0.09893037762,0.103844869,218.6054993
S002,S011,570,798,0.103844869,0.1061634205,208.8823242
S002,S011,571,798,0.1061634205,0.1111134371,216.0126343
S002,S011,571,797,0.1111134371,0.1133964633,198.2427826
S002,S011,572,797,0.1133964633,0.1183820051,216.9482269
S002,S011,572,796,0.1183820051,0.1206295062,199.4409332
S002,S011,573,796,0.1206295062,0.1256505732,217.2073212
S002,S011,573,795,0.1256505732,0.127862549,210.3771515
S002,S011,574,795,0.127862549,0.1329191413,241.2643433
S002,S011,574,794,0.1329191413,0.1350955919,237.2106171
S002,S011,575,794,0.1350955919,0.1401877093,240.1773682
S002,S011,575,793,0.1401877093,0.1423286347,218.907608
S002,S011,576,793,0.1423286347,0.1474562774,225.9071503
S002,S011,576,792,0.1474562774,0.1495616776,204.8106842
S002,S011,577,792,0.1495616776,0.1547248454,211.1946106
S002,S011,577,791,0.1547248454,0.1567947205,196.9123535
S002,S011,578,791,0.1567947205,0.1619934135,191.0738373
S002,S011,578,790,0.1619934135,0.1640277633,193.7603302
S002,S011,579,790,0.1640277633,0.1692619816,182.7166748
S002,S011,579,789,0.1692619816,0.1712608062,189.85495
S002,S011,580,789,0.1712608062,0.1765305496,192.8993988
S002,S011,580,788,0.1765305496,0.178493849,192.4661102
S002,S011,581,788,0.178493849,0.1837991177,210.0776215
S002,S011,581,787,0.1837991177,0.1857268919,218.8218536
S002,S011,582,787,0.1857268919,0.1910676858,233.9727783
S002,S011,582,786,0.1910676858,0.1929599347,247.78862
S002,S011,583,786,0.1929599347,0.1983362538,240.976059
S002,S011,583,785,0.1983362538,0.2001929776,245.2345428
S002,S011,584,785,0.2001929776,0.2056048219,227.5123138
S002,S011,584,784,0.2056048219,0.2074260204,229.733429
S002,S011,585,784,0.2074260204,0.21287339,212.9127045
S002,S011,585,783,0.21287339,0.2146590633,194.6042938
S002,S011,586,783,0.2146590633,0.220141958,188.1881409
S002,S011,586,782,0.220141958,0.2218921061,177.8460693
S002,S011,587,782,0.2218921061,0.2274105261,176.313385
S002,S011,587,781,0.2274105261,0.229125149,180.3577271
S002,S011,588,781,0.229125149,0.2346790942,186.584549
S002,S011,588,780,0.2346790942,0.2363581919,188.2910919
S002,S011,589,780,0.2363581919,0.2419476622,209.112381
S002,S011,589,779,0.2419476622,0.2435912347,203.6978607
S002,S011,590,779,0.2435912347,0.2492162303,227.3423615
S002,S011,590,778,0.2492162303,0.2508242776,218.6370697
S002,S011,591,778,0.2508242776,0.2564847984,246.0107574
S002,S011,591,777,0.2564847984,0.2580573204,242.2093201
S002,S011,592,777,0.2580573204,0.2637533664,265.1324463
S002,S011,592,776,0.2637533664,0.2652903633,267.1043396
S002,S011,593,776,0.2652903633,0.2710219345,268.6615295
S002,S011,593,775,0.2710219345,0.2725234061,267.3348694
S002,S011,594,775,0.2725234061,0.2782905026,255.3647003
S002,S011,594,774,0.2782905026,0.279756449,252.8143158
S002,S011,595,774,0.279756449,0.2855590706,241.4862366
S002,S011,595,773,0.2855590706,0.2869894918,244.049469
S002,S011,596,773,0.2869894918,0.2928276387,252.7106934
S002,S011,596,772,0.2928276387,0.2942225347,263.5131226
S002,S011,597,772,0.2942225347,0.3000962068,281.0786133
S002,S011,597,771,0.3000962068,0.3014555775,285.5699463
S002,S011,598,771,0.3014555775,0.3073647748,297.7645264
S002,S011,598,770,0.3073647748,0.3086886204,296.9657593
S002,S011,599,770,0.3086886204,0.3146333429,310.1184082
S002,S011,599,769,0.3146333429,0.3159216633,306.3015442
S002,S011,600,769,0.3159216633,0.321901911,311.7853394
S002,S011,600,768,0.321901911,0.3231547061,311.0866394
S002,S011,601,768,0.3231547061,0.329170479,303.3363953
S002,S011,601,767,0.329170479,0.330387749,306.3957825
S002,S011,602,767,0.330387749,0.3364390471,301.400116
S002,S011,602,766,0.3364390471,0.3376207918,301.8442383
S002,S011,603,766,0.3376207918,0.3437076152,298.7047119
S002,S011,603,765,0.3437076152,0.3448538347,295.6900024
S002,S011,604,765,0.3448538347,0.3509761832,278.5352173
S002,S011,604,764,0.3509761832,0.3520868775,274.9613953
S002,S011,605,764,0.3520868775,0.3582447513,256.0326843
S002,S011,605,763,0.3582447513,0.3593199204,254.667511
S002,S011,606,763,0.3593199204,0.3655133194,245.9790192
S002,S011,606,762,0.3655133194,0.3665529632,239.2441864
S002,S011,607,762,0.3665529632,0.3727818874,236.4704132
S002,S011,607,761,0.3727818874,0.3737860061,237.6834106
S002,S011,608,761,0.3737860061,0.3800504555,231.2610016
S002,S011,608,760,0.3800504555,0.3810190489,229.5513458
S002,S011,609,760,0.3810190489,0.3873190236,231.083252
S002,S011,609,759,0.3873190236,0.3882520918,240.7795868
S002,S011,610,759,0.3882520918,0.3945875916,253.2976227
S002,S011,610,758,0.3945875916,0.3954851347,260.7318726
S002,S011,611,758,0.3954851347,0.4018561597,257.3372192
S002,S011,611,757,0.4018561597,0.4027181775,269.2055969
S002,S011,612,757,0.4027181775,0.4091247278,262.8598328
S002,S011,612,756,0.4091247278,0.4099512204,274.8370972
S002,S011,613,756,0.4099512204,0.4163932958,277.4577942
S002,S011,613,755,0.4163932958,0.4171842632,273.3695374
S002,S011,614,755,0.4171842632,0.4236618639,266.3792114
S002,S011,614,754,0.4236618639,0.4244173061,266.5942688
S002,S011,615,754,0.4244173061,0.430930432,261.2980347
S002,S011,615,753,0.430930432,0.4316503489,272.9405518
S002,S011,616,753,0.4316503489,0.438199,280.5354004
S002,S011,616,752,0.438199,0.4388833918,286.3638
S002,S011,617,752,0.4388833918,0.4454675681,277.3669128
S002,S011,617,751,0.4454675681,0.4461164346,275.1473999
S002,S011,618,751,0.4461164346,0.4527361362,261.7244568
S002,S011,618,750,0.4527361362,0.4533494775,250.7835541
S002,S011,619,750,0.4533494775,0.4600047042,237.6169586
S002,S011,619,749,0.4600047042,0.4605825203,230.9599762
S002,S011,620,749,0.4605825203,0.4672732723,234.6998138
S002,S011,620,748,0.4672732723,0.4678155632,243.3698425
S002,S011,621,748,0.4678155632,0.4745418403,259.5184631
S002,S011,621,747,0.4745418403,0.475048606,263.1630554
S002,S011,622,747,0.475048606,0.4818104084,276.0717773
S002,S011,622,746,0.4818104084,0.4822816489,278.4093933
S002,S011,623,746,0.4822816489,0.4890789765,292.6228638
S002,S011,623,745,0.4890789765,0.4895146918,296.2008057
S002,S011,624,745,0.4895146918,0.4963475445,300.0027466
S002,S011,624,744,0.4963475445,0.4967477346,289.1808167
S002,S011,625,744,0.4967477346,0.5036161126,282.0033569
S002,S011,625,743,0.5036161126,0.5039807775,271.7180786
S002,S011,626,743,0.5039807775,0.5108846807,271.6161499
S002,S011,626,742,0.5108846807,0.5112138203,286.1058044
S002,S011,627,742,0.5112138203,0.5181532487,285.4202881
S002,S011,627,741,0.5181532487,0.5184468632,295.3862915
S002,S011,628,741,0.5184468632,0.5254218168,281.1292114
S002,S011,628,740,0.5254218168,0.525679906,287.2268677
S002,S011,629,740,0.525679906,0.5326903849,272.4848633
S002,S011,629,739,0.5326903849,0.5329129489,282.130249
S002,S011,630,739,0.5329129489,0.5399589529,294.4381714
S002,S011,630,738,0.5399589529,0.5401459917,301.8443604
S002,S011,631,738,0.5401459917,0.547227521,300.789917
S002,S011,631,737,0.547227521,0.5473790346,306.1179504
S002,S011,632,737,0.5473790346,0.5544960891,290.0096741
S002,S011,632,736,0.5544960891,0.5546120774,298.5565796
S002,S011,633,736,0.5546120774,0.5617646571,275.2199402
S002,S011,633,735,0.5617646571,0.5618451203,278.421814
S002,S011,634,735,0.5618451203,0.5690332252,255.8173828
S002,S011,634,734,0.5690332252,0.5690781632,264.7561646
S002,S011,635,734,0.5690781632,0.5763017933,261.5291138
S002,S011,635,733,0.5763017933,0.576311206,274.9281921
S002,S011,636,733,0.576311206,0.5835442489,267.1468506
S002,S011,637,733,0.5835442489,0.5835703613,258.3773804
S002,S011,637,732,0.5835703613,0.5907772917,267.8051758
S002,S011,638,732,0.5907772917,0.5908389294,267.1196594
S002,S011,638,731,0.5908389294,0.5980103346,256.9961243
S002,S011,639,731,0.5980103346,0.5981074975,262.3740845
S002,S011,639,730,0.5981074975,0.6052433774,247.8415833
S002,S011,640,730,0.6052433774,0.6053760655,261.5971985
S002,S011,640,729,0.6053760655,0.6124764203,253.9456482
S002,S011,641,729,0.6124764203,0.6126446336,259.5109253
S002,S011,641,728,0.6126446336,0.6197094631,243.234314
S002,S011,642,728,0.6197094631,0.6199132017,248.9729004
S002,S011,642,727,0.6199132017,0.626942506,235.0436249
S002,S011,643,727,0.626942506,0.6271817697,238.2045288
S002,S011,643,726,0.6271817697,0.6341755488,224.9660034
S002,S011,644,726,0.6341755488,0.6344503378,235.160675
S002,S011,644,725,0.6344503378,0.6414085917,226.3720245
S002,S011,645,725,0.6414085917,0.6417189059,234.8599396
S002,S011,645,724,0.6417189059,0.6486416346,223.7478485
S002,S011,646,724,0.6486416346,0.6489874739,215.7136078
S002,S011,646,723,0.6489874739,0.6558746774,200.6658325
S002,S011,647,723,0.6558746774,0.656256042,202.8018951
S002,S011,647,722,0.656256042,0.6631077203,188.213562
S002,S011,648,722,0.6631077203,0.6635246101,185.2418976
S002,S011,648,721,0.6635246101,0.6703407631,171.4472961
S002,S011,649,721,0.6703407631,0.6707931781,167.0662842
S002,S011,649,720,0.6707931781,0.677573806,159.7631531
S002,S011,650,720,0.677573806,0.6780617462,157.3318176
S002,S011,650,719,0.6780617462,0.6848068488,154.0545807
S002,S011,651,719,0.6848068488,0.6853303143,161.2966766
S002,S011,651,718,0.6853303143,0.6920398917,173.7207489
S002,S011,652,718,0.6920398917,0.6925988823,181.2174988
S002,S011,652,717,0.6925988823,0.6992729345,197.1707916
S002,S011,653,717,0.6992729345,0.6998674504,192.7243347
S002,S011,653,716,0.6998674504,0.7065059774,215.9080658
S002,S011,654,716,0.7065059774,0.7071360185,214.625824
S002,S011,654,715,0.7071360185,0.7137390202,222.8417358
S002,S011,655,715,0.7137390202,0.7144045865,221.071167
S002,S011,655,714,0.7144045865,0.7209720631,217.5828247
S002,S011,656,714,0.7209720631,0.7216731546,219.8999634
S002,S011,656,713,0.7216731546,0.7282051059,209.9527283
S002,S011,657,713,0.7282051059,0.7289417227,205.9963684
S002,S011,657,712,0.7289417227,0.7354381488,199.586319
S002,S011,658,712,0.7354381488,0.7362102907,187.3052216
S002,S011,658,711,0.7362102907,0.7426711917,186.6446686
S002,S011,659,711,0.7426711917,0.7434788588,177.3940125
S002,S011,659,710,0.7434788588,0.7499042345,185.4986877
S002,S011,660,710,0.7499042345,0.7507474269,181.8922272
S002,S011,660,709,0.7507474269,0.7571372774,190.9627075
S002,S011,661,709,0.7571372774,0.7580159949,197.172699
S002,S011,661,708,0.7580159949,0.7643703202,210.0614777
S002,S011,662,708,0.7643703202,0.765284563,216.5310669
S002,S011,662,707,0.765284563,0.7716033631,230.121521
S002,S011,663,707,0.7716033631,0.7725531311,230.9183655
S002,S011,663,706,0.7725531311,0.7788364059,238.3355103
S002,S011,664,706,0.7788364059,0.7798216991,224.2180786
S002,S011,664,705,0.7798216991,0.7860694488,228.463974
S002,S011,665,705,0.7860694488,0.7870902672,235.5249176
S002,S011,665,704,0.7870902672,0.7933024916,244.6243896
S002,S011,666,704,0.7933024916,0.7943588352,258.256012
S002,S011,666,703,0.7943588352,0.8005355345,266.0135193
S002,S011,667,703,0.8005355345,0.8016274033,272.715271
S002,S011,667,702,0.8016274033,0.8077685773,270.4869995
S002,S011,668,702,0.8077685773,0.8088959714,258.4758606
S002,S011,668,701,0.8088959714,0.8150016202,256.8919373
S002,S011,669,701,0.8150016202,0.8161645394,244.753952
S002,S011,669,700,0.8161645394,0.8222346631,257.8622742
S002,S011,670,700,0.8222346631,0.8234331075,254.6126862
S002,S011,670,699,0.8234331075,0.8294677059,261.5608521
S002,S011,671,699,0.8294677059,0.8307016756,249.5839844
S002,S011,671,698,0.8307016756,0.8367007488,246.7960358
S002,S011,672,698,0.8367007488,0.8379702436,230.6293945
S002,S011,672,697,0.8379702436,0.8439337916,224.3342896
S002,S011,673,697,0.8439337916,0.8452388117,211.0743866
S002,S011,673,696,0.8452388117,0.8511668345,200.1963043
S002,S011,674,696,0.8511668345,0.8525073798,194.6228638
S002,S011,674,695,0.8525073798,0.8583998773,203.6599731
S002,S011,675,695,0.8583998773,0.8597759478,214.5354767
S002,S011,675,694,0.8597759478,0.8656329202,222.7847748
S002,S011,676,694,0.8656329202,0.8670445159,231.8124542
S002,S011,676,693,0.8670445159,0.872865963,238.1832123
S002,S011,677,693,0.872865963,0.874313084,225.6974182
S002,S011,677,692,0.874313084,0.8800990059,225.729187
S002,S011,678,692,0.8800990059,0.881581652,220.398056
S002,S011,678,691,0.881581652,0.8873320487,214.0432587
S002,S011,679,691,0.8873320487,0.8888502201,212.3392639
S002,S011,679,690,0.8888502201,0.8945650916,203.0678711
S002,S011,680,690,0.8945650916,0.8961187882,204.4441071
S002,S011,680,689,0.8961187882,0.9017981345,203.4945831
S002,S011,681,689,0.9017981345,0.9033873562,192.7844086
S002,S011,681,688,0.9033873562,0.9090311773,195.110611
S002,S011,682,688,0.9090311773,0.9106559243,189.2621002
S002,S011,682,687,0.9106559243,0.9162642202,206.5292664
S002,S011,683,687,0.9162642202,0.9179244924,216.1498108
S002,S011,683,686,0.9179244924,0.923497263,238.0850677
S002,S011,684,686,0.923497263,0.9251930604,246.3079224
S002,S011,684,685,0.9251930604,0.9307303059,253.0706787
S002,S011,685,685,0.9307303059,0.9324616285,255.664032
S002,S011,685,684,0.9324616285,0.9379633487,236.1076965
S002,S011,686,684,0.9379633487,0.9397301966,239.3878632
S002,S011,686,683,0.9397301966,0.9451963916,221.7572784
S002,S011,687,683,0.9451963916,0.9469987646,209.043457
S002,S011,687,682,0.9469987646,0.9524294344,196.9385834
S002,S011,688,682,0.9524294344,0.9542673327,177.5712585
S002,S011,688,681,0.9542673327,0.9596624773,177.9575195
S002,S011,689,681,0.9596624773,0.9615359008,193.875061
S002,S011,689,680,0.9615359008,0.9668955201,205.9681396
S002,S011,690,680,0.9668955201,0.9688044688,219.0477295
S002,S011,690,679,0.9688044688,0.974128563,221.1545715
S002,S011,691,679,0.974128563,0.9760730369,215.9982605
S002,S011,691,678,0.9760730369,0.9813616059,203.2863312
S002,S011,692,678,0.9813616059,0.983341605,195.2305298
S002,S011,692,677,0.983341605,0.9885946487,188.1051331
S002,S011,693,677,0.9885946487,0.990610173,185.5970917
S002,S011,693,676,0.990610173,0.9958276916,186.1559753
S002,S011,694,676,0.9958276916,0.9978787411,182.0913086
S002,S011,694,675,0.9978787411,1,178.0428619
S002,S012,556,813,0,0.008058152116,188.7942352
S002,S012,556,814,0.008058152116,0.01186471189,187.9002686
S002,S012,557,814,0.01186471189,0.01935737265,186.6032104
S002,S012,557,815,0.01935737265,0.02937565097,190.9111938
S002,S012,558,815,0.02937565097,0.03065659319,197.6425781
S002,S012,558,816,0.03065659319,0.04195581372,215.3508453
S002,S012,558,817,0.04195581372,0.04688659005,218.2410126
S002,S012,559,817,0.04688659005,0.05325503425,236.1712494
S002,S012,559,818,0.05325503425,0.06439752914,240.6835175
S002,S012,560,818,0.06439752914,0.06455425479,249.9262085
S002,S012,560,819,0.06455425479,0.07585347532,254.9950256
S002,S012,560,820,0.07585347532,0.08190846822,256.6312256
S002,S012,561,820,0.08190846822,0.08715269586,252.7174377
S002,S012,561,821,0.08715269586,0.09845191639,251.8829041
S002,S012,561,822,0.09845191639,0.0994194073,245.6966095
S002,S012,562,822,0.0994194073,0.1097511369,258.4217224
S002,S012,562,823,0.1097511369,0.1169303464,260.5794678
S002,S012,563,823,0.1169303464,0.1210503575,267.1388245
S002,S012,563,824,0.1210503575,0.132349578,273.5003662
S002,S012,563,825,0.132349578,0.1344412855,280.3309021
S002,S012,564,825,0.1344412855,0.1436487985,267.4248962
S002,S012,564,826,0.1436487985,0.1519522246,273.5939941
S002,S012,565,826,0.1519522246,0.1549480191,255.5064392
S002,S012,565,827,0.1549480191,0.1662472396,273.1776428
S002,S012,565,828,0.1662472396,0.1694631636,291.8816223
S002,S012,566,828,0.1694631636,0.1775464601,290.3398743
S002,S012,566,829,0.1775464601,0.1869741027,300.2126465
S002,S012,567,829,0.1869741027,0.1888456807,305.5330505
S002,S012,567,830,0.1888456807,0.2001449012,312.4522705
S002,S012,567,831,0.2001449012,0.2044850418,315.7977905
S002,S012,568,831,0.2044850418,0.2114441217,321.5935669
S002,S012,568,832,0.2114441217,0.2219959809,319.9974976
S002,S012,569,832,0.2219959809,0.2227433423,307.8831482
S002,S012,569,833,0.2227433423,0.2340425628,306.7063904
S002,S012,569,834,0.2340425628,0.23950692,312.6813965
S002,S012,570,834,0.23950692,0.2453417833,305.8893127
S002,S012,570,835,0.2453417833,0.2566410039,299.0458374
S002,S012,570,836,0.2566410039,0.2570178591,289.372467
S002,S012,571,836,0.2570178591,0.2679402244,275.3354492
S002,S012,571,837,0.2679402244,0.2745287981,284.4914856
S002,S012,572,837,0.2745287981,0.2792394449,276.9750977
S002,S012,572,838,0.2792394449,0.2905386655,295.228241
S002,S012,572,839,0.2905386655,0.2920397372,303.0478821
S002,S012,573,839,0.2920397372,0.301837886,299.3570862
S002,S012,573,840,0.301837886,0.3095506763,287.7732239
S002,S012,574,840,0.3095506763,0.3131371065,274.9659119
S002,S012,574,841,0.3131371065,0.3244363271,259.8129578
S002,S012,574,842,0.3244363271,0.3270616154,260.3616638
S002,S012,575,842,0.3270616154,0.3357355476,255.6303253
S002,S012,575,843,0.3357355476,0.3445725545,259.756958
S002,S012,576,843,0.3445725545,0.3470347682,252.9237518
S002,S012,576,844,0.3470347682,0.3583339887,253.7884064
S002,S012,576,845,0.3583339887,0.3620834936,251.809906
S002,S012,577,845,0.3620834936,0.3696332092,250.5813751
S002,S012,577,846,0.3696332092,0.3795944326,266.3563232
S002,S012,578,846,0.3795944326,0.3809324298,266.5547485
S002,S012,578,847,0.3809324298,0.3922316503,271.0766602
S002,S012,578,848,0.3922316503,0.3971053717,268.1369934
S002,S012,579,848,0.3971053717,0.4035308708,256.524292
S002,S012,579,849,0.4035308708,0.4146163108,260.4899292
S002,S012,580,849,0.4146163108,0.4148300914,257.5242004
S002,S012,580,850,0.4148300914,0.4261293119,274.3011169
S002,S012,580,851,0.4261293119,0.4321272499,291.2909546
S002,S012,581,851,0.4321272499,0.4374285324,289.1506042
S002,S012,581,852,0.4374285324,0.448727753,301.712677
S002,S012,581,853,0.448727753,0.449638189,306.2730103
S002,S012,582,853,0.449638189,0.4600269735,293.967926
S002,S012,582,854,0.4600269735,0.4671491281,285.2501221
S002,S012,583,854,0.4671491281,0.471326194,269.8083191
S002,S012,583,855,0.471326194,0.4826254146,280.865509
S002,S012,583,856,0.4826254146,0.4846600671,293.053772
S002,S012,584,856,0.4846600671,0.4939246351,275.1139526
S002,S012,584,857,0.4939246351,0.5021710062,282.9178162
S002,S012,585,857,0.5021710062,0.5052238556,274.8341675
S002,S012,585,858,0.5052238556,0.5165230762,283.2368164
S002,S012,585,859,0.5165230762,0.5196819453,291.9038391
S002,S012,586,859,0.5196819453,0.5278222967,301.5622559
S002,S012,586,860,0.5278222967,0.5371928844,316.0396423
S002,S012,587,860,0.5371928844,0.5391215172,329.450531
S002,S012,587,861,0.5391215172,0.5504207378,351.006012
S002,S012,587,862,0.5504207378,0.5547038235,358.1782532
S002,S012,588,862,0.5547038235,0.5617199583,344.8466797
S002,S012,588,863,0.5617199583,0.5722147626,357.856781
S002,S012,589,863,0.5722147626,0.5730191788,344.5773315
S002,S012,589,864,0.5730191788,0.5843183994,353.6871033
S002,S012,589,865,0.5843183994,0.5897257016,351.5603027
S002,S012,590,865,0.5897257016,0.5956176199,330.8002625
S002,S012,590,866,0.5956176199,0.6069168404,328.9040527
S002,S012,590,867,0.6069168404,0.6072366407,317.4110413
S002,S012,591,867,0.6072366407,0.618216061,304.920929
S002,S012,591,868,0.618216061,0.6247475798,298.6789551
S002,S012,592,868,0.6247475798,0.6295152815,282.8304749
S002,S012,592,869,0.6295152815,0.6408145021,284.4315491
S002,S012,592,870,0.6408145021,0.6422585189,295.5777283
